482450AF4BF0A3EB8430CF736839ECB72642B17857C75FAA777F02E3F24756EF 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
606954664BF7A7A61DD50E9A030CD96A29FAD2AE1D3CD42884747D62DE32CECF 20239 7557 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
606DBF4BA4F7D052404A1FD828097DD91AA6E0C5302F2CE109FC820FC82D5BA1 767 132 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
60746B6FC055C364601AFF9F98C68E6D98EF8CC260214C3F5DE4A9C79487C712 11132 3058 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
607583582E21D1230FB69D77BBFCD7AC82E0666D8E767B4F580E8BBB3D343B33 3742 1652 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
607B1E9BC74341DCB0C45BA9F2B4DCABB3302E72AE4E0689054B58940629D825 833 150 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
607CCAD257D62A19D14A080FDB6DF27ACC38592E34014DA293AE9B6592374F86 13211 3847 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
6092B9F501103A4A163286F33E20CB303009D86274CAB2E377DC8F11706F3F9B 13599 4075 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
60A9EF1A17A626490540CE82F71EFD1FDDEA1B916C223D4C528349649490DB23 829 50 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D12E488E99664820A79BE2BE90CD46FE3965DB88E5F821E960AAA3ECADE79A8 20553 7158 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D18CBBBB2668D2579585D7AA89D28067D1EB1C3A12A8D9B116838001F69D979 5134 745 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D1B73CFBE0A2D8BB1EE8A061CD438F5EBAA90CDC0B3D86C2894ED9123A74698 12135 3527 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D1D426D3BE8BAD01BBB5A0DF8F47AF3C834CFBCC89205B6314E3658E06A251E 61346 27328 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D1E0D7E3A43A8FD2E73907C7EFE037B8A1D06C1559E3D8925802800A7DFD544 11694 3269 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D4A805BB279CED815BAE5FE6CE250B944D7586AA4BC83F2C1523A3C1C25311D 21764 7541 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D4F997E0453AD35A778FE6BAC741017A26EA2B020AEE899D29C2E0C3FB1A0F9 19598 6310 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D5942E68AE412722D6F758ED79E4B831DF0F3AC0CBDBE8D2EF95315138A91C8 916 272 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7D6DFEF0835C30C931F3654D2C3B0D7FF5AC3E0BD9DED745E75C34135C43BA56 6030 3473 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
AFCE994269521E3D4640B3751BDA4744D70A68B322C91D2B9B29529B2E4E5A06 10979 2909 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
AFCFB894326A56C1D07F0856CCEEB800436A2462A414CAB354DCAB43F82966EB 1538 396 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
AFD9F8AB84D462C8407CC703767BC1C2246727045E4C1F9E6E3FC63DEAEC936F 11119 3045 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
AFEC25BA374263CDB589EB80B8F5E41007AA52EE72334CEBD7C54355174F4ABE 3806 2224 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
AFF851DEB5B551AD06A0FE3163C0910EB05333F4DFD7C66E638866BF47DFA6CA 12162 3542 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
AFFE2A8FF757C50D912D8A888AD0B3CC116A1D758AA7055CD01DE3356BD5B192 11647 3892 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B01F1D5D6CA3C225F4AEFBA1C7A6B98FAB6401F6F422A274C240399CD83B1DC8 11916 3647 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B02ABD098BDAA4603AFD378C9182094C774CB90DDD81C61B0626EEF654A2DE6C 11863 3238 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35859FFBF646102D4B8C1BF53EB8162D1C19EC3F49DA1E87E9BD32B616C544DD 733 130 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35BC4D124EF7DFB17BFBDD935068026C6718305DC21354CF88E657DC1B3A0539 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35E947169D91788B8871B3E9E4404659F6CB75F6F5D0EA3307C05020E6986C28 11288 3584 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35F1DB497A42762CEEE1B2AB0EEBECC5AFD62E327487CFB8A712AF425685C90A 11021 2951 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35F455FD0CA981B6769BDAF60FBCE750AEF027E7253BFD1F79BE7A7B3B22BFD1 12601 3614 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35FA236312CD3EE171A9531BE753A591ADD0EAB1614553FBA9FC208E630FCCBF 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
35FC6971D879E191DC02588F8F6131E68558C59E3B3D5A143FBA0E8AAF091982 47409 20998 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
360E97B9D043F11C97B3A5CAB83809B2C1078C951FE81C201640F3D31C95DB2D 18542 6193 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
361B36F4E2608DD25583AF2539DBB8B7128BFA57271BAE2BFA4E7E737E4898FC 801665 504403 234 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
361F74B34158C3DBCF0B9902A825CF540F357FD52EA5D2938158591D166E5CC9 12039 3266 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
36268F2A73E04713B6D75F02E7BC96E1C0368121FFC10A08B3765CE900586B13 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
43A625A08FBE376737DB198174BE8FFF0E26453DC37367F22ABB6EF2C8862EA7 740 136 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
43B4F8F379A526E88B9B2E60C946FA45103E830284B62C3C33B2F4245C208066 22361 8425 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
43C7E97AAFF66DA94455B9FFB0C91F24EC9283A5454D0D05BE27470FA4ADE94F 20489 7005 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
43DB229A7D492B7AE752CCAC5FDD797A85AA260B150C84E7C6AF5912DA5DC06F 18543 6194 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
43EBFE73D00AEF51371EC5D56F384C8BCD5739A323B322C58D279BF70549A360 11427 3360 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
43F4641EDEF8D913C348C42C14F2D1ADBEB2DC655B124DB7C6058315F3552682 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
440BE9B4CB7080718662806F1FBEE959714C5A1B1DF2A1594EA4DE4A855FB008 11892 3467 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
44242C8B1B0182AA9CEF4DEF38D7501E6851F314CE058DCB9507D73897218505 23517 9004 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
442CAEDC5A3F7D31F5B1DB5E45502AD667FDCEFE9F96D7590ED6FFDC386387D9 1400 367 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A158D43418EA79B1726985ADA319BA802BB28C9D8B1A66DB4152A8CD91DC1205 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A17DD6A128CDA49AD6ED229FB81D4D1D696309196D9580A08ADD7BF6BC8E0222 1611 92 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A183CE97FFF9A852477A2C17DA8D2A3C50DD7BA54E3EB1BFF708CD3D1DADA187 27447 17126 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A187C0B280C19B22EDCA2F266E0EF3B9E4C4F7347CC8CF475B51C12B4A5B7919 28566 2563 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A19211D26270A39738885F38D829D0EC1D081571214B68ACEFDAA0B241D631A3 11985 3365 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A194D775C954B555D164BACE10E872B654C995D144962B501751E11CF2ED47EA 19839 6551 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A1950671B47E3E5D79EED2DFD431FA7A7B0B32CD57FE5C4FA2A604B0F3E1037C 13363 8748 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A1A4B080CFA53AFC9F6675BC12E64E69B1AC32866654875FBC1A85FA18055881 753 134 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A1A5D20D36D89923B4CADB0C152DF411AB2EC755FEEBD6B80197407074E556EB 11655 3230 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
A1C966C5126913A9D0E287D54FA084E489ACE010C3246C22024728B646F9C3E4 11850 3230 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
70F37865D262996FC06CCD4B89B19A7910E565681853268318317E3534203A31 2257 253 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
71A9A5F39A6D6D7FA3A95ADB7FD111B968F051A9C244DAA82F0B75A7910DB09F 11377 3112 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
72185480FC5C58793124F8BFDDC93101F4344199A97DCC3FB25ECDACE490C858 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
72C4453A08CFD700FF9D6936F0267DC31BB4C66B9F17E29A3B3E454D5CF2D3FA 21593 8105 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7356C68342FF0A17C031ACE3F0822957089933BF07C837A578C94D416B02D8AE 21086 3809 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
73FC938D50196C00ED8971B889595A2AB6961C5C5E0BE6296CC3155DC373C9EA 15156 4422 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
7453F9EF4AB9E8F1BC35F9F75C9B5C90D7D75311B755DBF769859B35398859DC 858 136 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
74F5D0FD7456D35F32E67FD875B60BF7EAE90CB17C02A8607B67E547E8A17198 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
758AFE7252ABF430C6462CCE88D318C8C164B8D6D7967F7C2F2EF94367420E84 20705 7215 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
76058C5EBE7B4142D129D497CB6A37923F4496A77489BE3D03075B9234BF1564 11988 3578 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
76A90200C29E5D010E57C5AE87A366B47317468717241078C31A2998AB445D54 20810 7326 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E4B0308BCF602F1AE1825C83C5A3B1FF0033E3A961DEDB1051210E460013482E 20482 6993 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E4B919749BAB818209A8ADACDA000FA6EDB9C5034A802B64AFD9D97E4EB7E86D 12058 3622 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E4D80DE16B3DEE339B4BACCC401E0DDEBC814C8A5BCBE22CD9CD7CF3F24C60C2 35112 21208 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E4E1D9318567295986DD0DE1136EF9C0D521B03F20CE99DAA4F9FE76C8067EEE 414 78 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E4E504999D3A2B982CF708B9F525CBC642AD383AE9EBEA72C99282E4B630E08D 15887 2740 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5107A83371E36CAE70A0EC5CB1286143DB6EE7D6C0CA609C3974A58091C64DA 437 84 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5295CF49B00DA6717DBB269525362F72E84F63CBBB78832DC10A22068D8A8F0 13974 4820 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5421A27589B270126740104C89581DBF8F36334914A46B2C84D184AEC90545C 21681 7399 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E54C1F7CE6CDF3714A542300C7B666887A471324B4977E85E6322B4444FD4072 12528 3755 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E55273A8FBC451BB69059789CDBA78DFCE1F17D7C187987AD3A54648C9A399A1 20662 7178 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5661AFA74710AF40F6DAE1C8F7A54B0D03833A31AD17120DD1DB18E252DD822 3437 204 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5988A05C888396ADDC44E7BC19C7E98EC81795281AC68ABC1F73E29A48E24B6 4299 859 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5B35BC1EB1446090C3BF8A1113498894B065476242C171B9791B004E991689F 18533 6184 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E5C138A81CC00D4986EDB092BB81F186F8B172C34A9D20066A2203BBF686ECDE 737 377 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
55141A967415ECE33C83A2B9E4D4B51DBBB48A52B9544E5F7E04A0D724C2B460 27493 10401 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
5517200433A7F48C4A5630FFCF50A1860F22CD1E0B3CE807CB640D8DD98FD161 1107 64 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
551A63E197275526BEE73210A4D0F3886E4F2F19BD268F92F5A64D499C406977 7227 4136 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
551ABC149BC3BFEFB60D046AB53F197A411C3627F580B2A75EF95A79AA0A3A79 17650 5931 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
552E23FC668E83AA5B80BFF226038E4E5FABCC3F582A08D8945A74782129409A 3421 1411 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
553911F21F9C0C1E40ACE5F992E27A257F22027FAF51ACB0A14377AF5BBEF90E 4324 884 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
55487E327470A93386EBEF5B0E570F8845664D289853B492E8F004E8820936CC 11344 3286 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
5548CDE433226892A287981FF36100ADE31303A4081415CD5EBB20D9DE69B8B1 25903 10509 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
554C0CDA69EABE01FFDB05F754B1D9889321387BB1CE962FF5181445DCD78CE0 23605 8450 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
0996696E2510F30AF3E3BDA49087E86C7F080B2BD72D919C1CD23137C635B131 18538 6189 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
09A898BB838A8E586F122E0CB1DC8701E9C19688FAFB0169BF546252FDAE89C9 10881 3177 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
09AD9AA38FC47F4616D9FC6709190C213B8D0BDFEED7E367BED7269788EC19F7 20526 7042 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
09B3C8B237FBD09D2BEE56A7C6E59214CF00B38043CD3DDE96AADA1C68650683 22393 7565 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
09C7BA9089DEE811D6B31822C95D204C9813920D2E9F727B3508C030AC5A9673 757 134 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
09CCAC298E55EFDC22BAEB689DFA3D4D054A7FCDDFC356F471C0E65A4652D390 18540 6191 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
09D521441EBB9166AD6273134A1F338FC7EBEE2E62F019DD10631C21FC45FAE8 11598 3177 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
274EBABE767438A76C0E400F8502B705AADD850B911805645094F6279C7ED8A4 28885 13528 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
275869C4B8C376CAD89AB5DE4A1BA7CB313C8688A4BB31DA273C2104876A09C6 723 128 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
275B6CCD64EA29E88A9E5417E3D8833AE0CA8B9EAF24F0D31942E243E24160B4 492 98 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27621DE5A34DB71C8005463D7EAD3915B7CA451C232A634255BE53A537A6A084 21669 8178 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
277887C334256617F03ADB1163131DDB4063AF46DD3DA5C9F2E197CEC620B745 2509 779 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
277C8EAFA722760DFF971AC5E15B932E1C0924269698D5F7EEE2AA29AC03705B 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27B559B0D9FFBC721ACCFE1F84D77536F9E501D09894068698200B2A7E872922 11375 3305 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27D0769F70DD18794D9024E44E48F48119951A9F3251796DA8123D039F089CAC 18541 6192 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27D451800B4732E0E5C7D8BC45440229F6C1E0F3E88013563223F1E7570970D5 16326 5497 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27DBDA1BE98DEA8D5D42E10050BF58D66D57EFFF5F9072E219A251E67FD7BDCD 1909 483 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27DC2AE6F31BA84A318D243994EEE865C8038976F7382D4DB9601CE114FC93C2 18542 6193 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
27DC540F221639A0D46284A9E744DFFE214CB4CECFA265EA0A0E51FE16EBEF50 21438 8209 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C80F916F2F4C34471A390C60A022AE0A855DD4ED7EB0511A8E43771027FDE650 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C8115B5A67622EE1361C8B3D7705D35D324BA7C984373A456FD282030F672692 20741 7453 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C81DA1B16CCF2C892B595D7FC6A2D50D943A54C4E87AC7538F07BCE4739F00A5 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C8200A3F0E14AE976DDC89D2E77EA9D63C05A0EE1151E4AEE45A7BF06029CBBD 3454 1746 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C82FAEDD2B18C9607E1245D9253A8761934FDADA4E8090AC7774502599029E5A 11296 3226 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C839C206B8323084185EB48F9254655E0B25EC241C38291D7E36B0FEC1B8ACDA 3437 204 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C86632E68BF9F704115289367B8430296337A131B4789352A687C92582D86288 11503 3230 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C8664848D46853311CB21AC5BCC20E823036F3E51EBDB745A1BEFF98DB3AD709 20571 7075 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C87D7D5240B849F2A3A9A91AC4E50131EDB372914AABB5763139811F21FB3638 4299 260 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F57DE8BD4F949A51C978D90EC1D6266C3335742C6808C525F771A8C0A0908CEF 13884 4037 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F58E4E15B88D56026B61C49AE3A76D3FA01957A636B9AE08D22C7232C95F8421 13744 4239 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F59478183CAE884EE40244A343FAE0763B8A7C1F187E523A61D76E7A88556CD8 12489 4536 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F59DEA3D731E5E85EEBDC00C088F0E9C3A15248CC6B3F1AF80DF76E60E34F768 4112 1983 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F5AB603FB66D690E9B6C91A2EF811593BDF148E71B847D3580C1A445B5454E51 4222 1686 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F5B10EF8E8D1EFC2A4EF15FDA27F87CF377D53846DB2CAB31792FD565C0DE431 11227 3168 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F5B2357BD0393914DFFDF8588B8F37D42314B2E2743CF8E723BF2A9FA51C748D 11165 3107 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F5BB1EE8F60090FF977FF4B7E511B3A7C1E8EC5C0B0C49FFBB1EFF218B539563 502 63 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F5BCA87C946A8225442922EC82552DE12325F65BDFC414EE6F0D9962F7AB9F42 1877 1247 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
F5F4F2075FF8505FD0AE423112CC345DE92818ABA931CD6021CBE3AA4590C197 2299 694 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
83ADF73B1DC67CDE8F5A91EE235D8AB0F66274C9E9A47E506CB649D307FA84F5 18540 6191 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
83D25BEA9CE0A417001BAB733D29BFBA0D18C981752BA6850B78AA073E422216 18539 6190 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
83DF359A905D66586394CEE8E7ABD639C6DD1AB5BCCB2204356B34BDC24561DB 12410 3752 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
83FA8F775F7B9C6135F82C54802B05AF6161F32D93944E0394A4CAB39946EF3C 11201 3131 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
83FD8F65F0A2D5EEF8BFD8013A938CE0D24DB7364E04C2B1348FF604C4AAC1FA 865 129 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
84065D4F2C013C641E393C4442B58CF3AEBE2DF751BDDD36A0ACA2154172717E 20458 6971 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
8407A645BD82927B3900F365B504A78CC8127B42B691B8D7ED498A6BF7E8408C 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
8408A4025C03240516FF1FA01F762693D9C73E9C8894F20449CF982755C17DC1 11497 3438 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
